Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
430,BLACKWOOD MAIN-299,BLACKWOOD MAIN,NICOLE AVENUE,HAWTHORNDENE,NICOLE AVENUE,HAWTHORNDENE,NICOLE AVENUE|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 NICOLE AVENUE, HAWTHORNDENE SA","1 NICOLLE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed No. 1,98.66,-35.01718123695101,138.63478949384168,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for NICOLLE AVENUE, HAWTHORNDENE.",,
435,BLACKWOOD MAIN-302,BLACKWOOD MAIN,NORTHCOTE STREET,EDEN HILLS,NORTHCOTE STREET,EDEN HILLS,NORTHCOTE STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,SHAFTSBURY STREET|EDEN HILLS,"1 SHAFTSBURY STREET, EDEN HILLS SA","1 SHAFTSBURY STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.02867770388989,138.6042605643363,No,The old/unmatched Northcote Street route is in the Shaftsbury Street area off Shepherds Hill Road.,,
438,BLACKWOOD MAIN-305,BLACKWOOD MAIN,OAK CRESCENT,HAWTHORNDENE,OAK CRESCENT,HAWTHORNDENE,OAK CRESCENT|HAWTHORNDENE,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"OAK CRESCENT, HAWTHORNDENE SA","3 OAK CRESCENT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02209642662095,138.62898558180945,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
439,CORO STREETS-74,CORO STREETS,OAKDENE CRESCENT,COROMANDEL VALLEY,OAKDENE CRESCENT,COROMANDEL VALLEY,OAKDENE CRESCENT|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"OAKDENE CRESCENT, COROMANDEL VALLEY SA","5 OAKDENE CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.040817231545255,138.62687157529365,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
441,BLACKWOOD MAIN-307,BLACKWOOD MAIN,OFFLER AVENUE,BELLEVUE HEIGHTS,OFFLER AVENUE,BELLEVUE HEIGHTS,OFFLER AVENUE|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"OFFLER AVENUE, BELLEVUE HEIGHTS SA","LOT 7 OFFLER AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.03019561179962,138.5838395175506,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
442,BLACKWOOD MAIN-308,BLACKWOOD MAIN,OLAVE HILL ROAD,HAWTHORNDENE · UPPER STURT,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,RANKEYS HILL ROAD|HAWTHORNDENE,"1 RANKEYS HILL ROAD, HAWTHORNDENE SA","1 RANKEYS HILL ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01678045803144,138.6385845304462,No,The Directions entry spans multiple locality fields. A reviewed official approach point (RANKEYS HILL ROAD|HAWTHORNDENE) was selected without merging it with other same-name street records.,,
443,BLACKWOOD MAIN-309,BLACKWOOD MAIN,OLD BELAIR ROAD,BELAIR · MITCHAM,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,SHEOAK ROAD|BELAIR,"1 SHEOAK ROAD, BELAIR SA","1 SHEOAK ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.99760924377543,138.62290665681243,No,The Directions entry spans multiple locality fields. A reviewed official approach point (SHEOAK ROAD|BELAIR) was selected without merging it with other same-name street records.,,
445,CORO EAST & CHERRY-21,CORO EAST & CHERRY,ORCHARD ROAD,CHERRY GARDENS,ORCHARD ROAD,CHERRY GARDENS,ORCHARD ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"ORCHARD ROAD, CHERRY GARDENS SA","5 ORCHARD ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.07145200368553,138.63803735070516,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
458,BLACKWOOD MAIN-320,BLACKWOOD MAIN,PEKINA STREET,EDEN HILLS,PEKINA STREET,EDEN HILLS,PEKINA STREET|EDEN HILLS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"PEKINA STREET, EDEN HILLS SA","53 PEKINA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.01859703784794,138.59621492307886,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
459,BLACKWOOD MAIN-321,BLACKWOOD MAIN,PENDELBURY WAY,BELLEVUE HEIGHTS,PENDELBURY WAY,BELLEVUE HEIGHTS,PENDELBURY WAY|BELLEVUE HEIGHTS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,FLINDERS ROAD|BELLEVUE HEIGHTS,"1 FLINDERS ROAD, BELLEVUE HEIGHTS SA","1 FLINDERS ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.032540871131815,138.58195196090813,No,Directions place Pendelbury Way as the first right from Flinders Road.,,
461,BLACKWOOD MAIN-323,BLACKWOOD MAIN,PENNO PARADE NORTH,BELAIR,PENNO PARADE NORTH,BELAIR,PENNO PARADE NORTH|BELAIR,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 PENNO PARADE NORTH, BELAIR SA","1 PENNO PARADE NORTH, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed No. 1,100,-35.00107892545586,138.62301819182466,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for PENNO PARADE, BELAIR.",,
462,BLACKWOOD MAIN-324,BLACKWOOD MAIN,PENNO PARADE SOUTH,BLACKWOOD,PENNO PARADE SOUTH,BLACKWOOD,PENNO PARADE SOUTH|BLACKWOOD,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 PENNO PARADE SOUTH, BLACKWOOD SA","1 PENNO PARADE SOUTH, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed No. 1,100,-35.011639885808876,138.62238722740935,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for PENNO PARADE, BLACKWOOD.",,
465,BLACKWOOD MAIN-327,BLACKWOOD MAIN,PETHERICK STREET,GLENALTA,PETHERICK STREET,GLENALTA,PETHERICK STREET|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"PETHERICK STREET, GLENALTA SA","3 PETHERICK STREET, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.015072211265114,138.6340541098854,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
471,BLACKWOOD MAIN-333,BLACKWOOD MAIN,PINES OVAL ROAD,BELAIR NATIONAL PARK,PINES OVAL ROAD,BELAIR NATIONAL PARK,PINES OVAL ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Internal park road beyond Playford Lake; use the reviewed official park-road starting point.,,
472,BLACKWOOD MAIN-334,BLACKWOOD MAIN,PITT STREET,EDEN HILLS,PITT STREET,EDEN HILLS,PITT STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,SHAFTSBURY STREET|EDEN HILLS,"1 SHAFTSBURY STREET, EDEN HILLS SA","1 SHAFTSBURY STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.02867770388989,138.6042605643363,No,Directions place Pitt Street as the first right from Shaftsbury Street.,,
473,BLACKWOOD MAIN-335,BLACKWOOD MAIN,PLAYFORD AVENUE,BLACKWOOD,PLAYFORD AVENUE,BLACKWOOD,PLAYFORD AVENUE|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"PLAYFORD AVENUE, BLACKWOOD SA","3 PLAYFORD AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.01566172806024,138.61296634344126,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
475,BLACKWOOD MAIN-337,BLACKWOOD MAIN,PLYMOUTH AVENUE,BLACKWOOD/CORO VALLEY,PLYMOUTH AVENUE,BLACKWOOD/CORO VALLEY,PLYMOUTH AVENUE|BLACKWOOD CORO VALLEY,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,BORONIA AVENUE|COROMANDEL VALLEY,"1 BORONIA AVENUE, COROMANDEL VALLEY SA","1 BORONIA AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0384349717624,138.62090952191232,No,Directions place Plymouth Avenue off Coromandel Parade in the Boronia Avenue/Coromandel Valley section.,,
476,CORO STREETS-77,CORO STREETS,PLYMOUTH AVENUE,COROMANDEL VALLEY,PLYMOUTH AVENUE,COROMANDEL VALLEY,PLYMOUTH AVENUE|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"PLYMOUTH AVENUE, COROMANDEL VALLEY SA","4 PLYMOUTH AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03106761280436,138.6222210811551,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
477,BLACKWOOD MAIN-338,BLACKWOOD MAIN,POLE ROAD,IRONBANK · UPPER STURT,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,RANKEYS HILL ROAD|HAWTHORNDENE,"1 RANKEYS HILL ROAD, HAWTHORNDENE SA","1 RANKEYS HILL ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01678045803144,138.6385845304462,No,The Directions entry spans multiple locality fields. A reviewed official approach point (RANKEYS HILL ROAD|HAWTHORNDENE) was selected without merging it with other same-name street records.,,
481,BLACKWOOD MAIN-342,BLACKWOOD MAIN,PRITCHARD GROVE,PASADENA,PRITCHARD GROVE,PASADENA,PRITCHARD GROVE|PASADENA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"PRITCHARD GROVE, PASADENA SA","3 PRITCHARD GROVE, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.008813976392055,138.59262997076374,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
482,CORO STREETS-78,CORO STREETS,PRIVATE ROAD,Now WILDHEATH ROAD · COROMANDEL VALLEY,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,WILDHEATH ROAD|CORO EAST,"WILDHEATH ROAD, CORO EAST SA","10 WILDHEATH RISE, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,82.07,-35.03857888216895,138.63170636013822,No,The Directions entry spans multiple locality fields. A reviewed official approach point (WILDHEATH ROAD|CORO EAST) was selected without merging it with other same-name street records.,,
486,BLACKWOOD MAIN-345,BLACKWOOD MAIN,QUEENS JUBILEE DRIVE,BELAIR NATIONAL PARK,QUEENS JUBILEE DRIVE,BELAIR NATIONAL PARK,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,55,-35.0076162646897,138.6497405220847,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for QUEENS JUBILEE DRIVE, BELAIR.",,
487,BLACKWOOD MAIN-346,BLACKWOOD MAIN,RAILWAY LANE,EDEN HILLS,RAILWAY LANE,EDEN HILLS,RAILWAY LANE|EDEN HILLS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"RAILWAY LANE, EDEN HILLS SA","49 RAILWAY LANE, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.02081279560294,138.59462159117362,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
498,BLACKWOOD MAIN-356,BLACKWOOD MAIN,RENFREW DRIVE,HAWTHORNDENE,RENFREW DRIVE,HAWTHORNDENE,RENFREW DRIVE|HAWTHORNDENE,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"RENFREW DRIVE, HAWTHORNDENE SA","3 RENFREW DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02887017738789,138.63258814491599,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
503,BLACKWOOD PARK-42,BLACKWOOD PARK,RIDING WAY,CRAIGBURN FARM,RIDING WAY,CRAIGBURN FARM,RIDING WAY|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"RIDING WAY, CRAIGBURN FARM SA","3 RIDING WAY, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.04065944596974,138.61065434893723,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
504,BLACKWOOD MAIN-359,BLACKWOOD MAIN,RING ROAD,BEDFORD PARK,RING ROAD,BEDFORD PARK,RING ROAD|BEDFORD PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UNIVERSITY WAY|BELLEVUE HEIGHTS,"2 UNIVERSITY WAY, BELLEVUE HEIGHTS SA","2 UNIVERSITY WAY, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.030199703195606,138.58586244603407,No,Ring Road is an internal Bedford Park/Flinders access road; use the official University Way approach point.,,
505,CORO STREETS-82,CORO STREETS,RIVER GLEN PLACE,COROMANDEL VALLEY,RIVER GLEN PLACE,COROMANDEL VALLEY,RIVER GLEN PLACE|COROMANDEL VALLEY,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 RIVER GLEN PLACE, COROMANDEL VALLEY SA","1 RIVER GLEN PLACE, FLAGSTAFF HILL, SOUTH AUSTRALIA, 5159",Reviewed No. 1,55,-35.05010612352112,138.6111915670185,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for RIVER GLEN PLACE, FLAGSTAFF HILL.",,
507,BLACKWOOD PARK-43,BLACKWOOD PARK,ROGERSON CIRCUIT,CRAIGBURN FARM,ROGERSON CIRCUIT,CRAIGBURN FARM,ROGERSON CIRCUIT|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"ROGERSON CIRCUIT, CRAIGBURN FARM SA","13 ROGERSON CIRCUIT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03487421204965,138.6057807847742,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
518,BLACKWOOD MAIN-368,BLACKWOOD MAIN,SADDLE HILL ROAD,BELAIR NATIONAL PARK,SADDLE HILL ROAD,BELAIR NATIONAL PARK,SADDLE HILL ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"SADDLE HILL ROAD, BELAIR NATIONAL PARK SA","LOT 2 SADDLE HILL ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,55,-35.01497508508222,138.67796226002918,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SADDLE HILL ROAD, BELAIR.",,
519,BLACKWOOD MAIN-373,BLACKWOOD MAIN,SANDFORD AVENUE,BLACKWOOD,SANDFORD AVENUE,BLACKWOOD,SANDFORD AVENUE|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SANDFORD AVENUE, BLACKWOOD SA","4 SANDFORD AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02462704397987,138.6194316385285,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
523,CORO EAST & CHERRY-22,CORO EAST & CHERRY,SCENIC ROAD,DORSET VALE,SCENIC ROAD,DORSET VALE,SCENIC ROAD|DORSET VALE,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SCENIC ROAD, DORSET VALE SA","LOT 99 SCENIC ROAD EAST, DORSET VALE, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.10198342360552,138.69826732463306,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
525,CORO EAST & CHERRY-23,CORO EAST & CHERRY,SCOTT CREEK ROAD,CHERRY GARDENS · SCOTT CREEK,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CHERRY GARDENS ROAD|CHERRY GARDENS,"CHERRY GARDENS ROAD, CHERRY GARDENS SA","11 CHERRY GARDENS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,100,-35.07102578695614,138.62775175909036,No,The Directions entry spans multiple locality fields. A reviewed official approach point (CHERRY GARDENS ROAD|CHERRY GARDENS) was selected without merging it with other same-name street records.,,
526,CORO EAST & CHERRY-24,CORO EAST & CHERRY,SCOTT CREEK ROAD,IRONBANK · LONGWOOD · HEALTHFIELD,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
535,CORO STREETS-89,CORO STREETS,SHANNON CRESCENT,COROMANDEL VALLEY,SHANNON CRESCENT,COROMANDEL VALLEY,SHANNON CRESCENT|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SHANNON CRESCENT, COROMANDEL VALLEY SA","3 SHANNON CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.05453959578573,138.61798648631253,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
539,CORO STREETS-90,CORO STREETS,SHEPHERDS COURT,COROMANDEL VALLEY,SHEPHERDS COURT,COROMANDEL VALLEY,SHEPHERDS COURT|COROMANDEL VALLEY,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 SHEPHERDS COURT, COROMANDEL VALLEY SA","1 SHEPHERD COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed No. 1,89.24,-35.044074338521355,138.62231785156442,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SHEPHERD COURT, COROMANDEL VALLEY.",,
540,BLACKWOOD MAIN-385,BLACKWOOD MAIN,SHEPHERDS HILL ROAD,BLACKWOOD · EDEN HILLS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GULFVIEW ROAD|BLACKWOOD) was selected without merging it with other same-name street records.,,
542,BLACKWOOD MAIN-387,BLACKWOOD MAIN,SHERWOOD AVENUE,BELLEVUE HEIGHTS,SHERWOOD AVENUE,BELLEVUE HEIGHTS,SHERWOOD AVENUE|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SHERWOOD AVENUE, BELLEVUE HEIGHTS SA","4 SHERWOOD AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.02143041850961,138.57786768039628,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
547,BLACKWOOD MAIN-391,BLACKWOOD MAIN,SIMLA PARADE,BLACKWOOD,SIMLA PARADE,BLACKWOOD,SIMLA PARADE|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SIMLA PARADE, BLACKWOOD SA","26 SIMLA PARADE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02732736532871,138.61647480444017,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
548,BLACKWOOD MAIN-392,BLACKWOOD MAIN,SIR EDWIN AVENUE,BELAIR NATIONAL PARK,SIR EDWIN AVENUE,BELAIR NATIONAL PARK,SIR EDWIN AVENUE|BELAIR NATIONAL PARK,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"SIR EDWIN AVENUE, BELAIR NATIONAL PARK SA","LOT 675 SIR EDWIN AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,55,-34.9980080659404,138.63597244094115,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SIR EDWIN AVENUE, BELAIR.",,
550,CORO EAST & CHERRY-25,CORO EAST & CHERRY,SLACK ROAD,CHANDLERS HILL,SLACK ROAD,CHANDLERS HILL,SLACK ROAD|CHANDLERS HILL,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SLACK ROAD, CHANDLERS HILL SA","31 SLACK ROAD, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed street-only,100,-35.086883682013,138.62250303170435,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
559,BLACKWOOD MAIN-399,BLACKWOOD MAIN,SPRINGWOOD COURT,EDEN HILLS,SPRINGWOOD COURT,EDEN HILLS,SPRINGWOOD COURT|EDEN HILLS,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 SPRINGWOOD COURT, EDEN HILLS SA","1 SPRINGWOOD CLOSE, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed No. 1,89.24,-35.01550803388072,138.5815712831949,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SPRINGWOOD CLOSE, EDEN HILLS.",,
564,CORO EAST & CHERRY-26,CORO EAST & CHERRY,STAR & ARROW ROAD,CORO EAST · CHERRY GARDENS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
567,BLACKWOOD MAIN-401,BLACKWOOD MAIN,STATION ROAD,BLACKWOOD,STATION ROAD,BLACKWOOD,STATION ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"STATION ROAD, BLACKWOOD SA","4 STATION ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02117266056266,138.618233215279,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
568,CORO STREETS-94,CORO STREETS,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE|COROMANDEL VALLEY,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,LOTUS DRIVE|ABERFOYLE PARK,"1 LOTUS DRIVE, ABERFOYLE PARK SA","1 LOTUS DRIVE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",Reviewed Directions route vicinity anchor,100,-35.058782373420165,138.61537759876956,No,Directions place Stirling Avenue as the first right from Lotus Drive.,,
569,BLACKWOOD MAIN-402,BLACKWOOD MAIN,STIRLING ROAD,BLACKWOOD,STIRLING ROAD,BLACKWOOD,STIRLING ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 STIRLING ROAD, BLACKWOOD SA","1 STIRLING ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed No. 1,100,-35.014300894178916,138.62052831053876,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
