Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
539,CORO STREETS-90,CORO STREETS,SHEPHERDS COURT,COROMANDEL VALLEY,SHEPHERDS COURT,COROMANDEL VALLEY,SHEPHERDS COURT|COROMANDEL VALLEY,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 SHEPHERDS COURT, COROMANDEL VALLEY SA","1 SHEPHERD COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed No. 1,89.24,-35.044074338521355,138.62231785156442,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SHEPHERD COURT, COROMANDEL VALLEY.",,
540,BLACKWOOD MAIN-385,BLACKWOOD MAIN,SHEPHERDS HILL ROAD,BLACKWOOD · EDEN HILLS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GULFVIEW ROAD|BLACKWOOD) was selected without merging it with other same-name street records.,,
541,BLACKWOOD MAIN-386,BLACKWOOD MAIN,SHERBOURNE ROAD,BLACKWOOD,SHERBOURNE ROAD,BLACKWOOD,SHERBOURNE ROAD|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SHERBOURNE ROAD, BLACKWOOD SA","1 SHERBOURNE ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02169511404102,138.6116172500875,No,,,
542,BLACKWOOD MAIN-387,BLACKWOOD MAIN,SHERWOOD AVENUE,BELLEVUE HEIGHTS,SHERWOOD AVENUE,BELLEVUE HEIGHTS,SHERWOOD AVENUE|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SHERWOOD AVENUE, BELLEVUE HEIGHTS SA","4 SHERWOOD AVENUE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.02143041850961,138.57786768039628,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
543,BLACKWOOD MAIN-388,BLACKWOOD MAIN,SHERWOOD DRIVE,GLENALTA,SHERWOOD DRIVE,GLENALTA,SHERWOOD DRIVE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SHERWOOD DRIVE, GLENALTA SA","1 SHERWOOD DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01183164775975,138.62617105714662,No,,,
544,BLACKWOOD PARK-45,BLACKWOOD PARK,SHIRAZ COURT,CRAIGBURN FARM,SHIRAZ COURT,CRAIGBURN FARM,SHIRAZ COURT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SHIRAZ COURT, CRAIGBURN FARM SA","1 SHIRAZ COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03888573686768,138.61332709783488,No,,,
545,BLACKWOOD MAIN-389,BLACKWOOD MAIN,SHORT STREET,BELAIR,SHORT STREET,BELAIR,SHORT STREET|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SHORT STREET, BELAIR SA","1 SHORT STREET, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00762640423625,138.61130114527612,No,,,
546,BLACKWOOD MAIN-390,BLACKWOOD MAIN,SILVERDALE CRESCENT,BELLEVUE HEIGHTS,SILVERDALE CRESCENT,BELLEVUE HEIGHTS,SILVERDALE CRESCENT|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SILVERDALE CRESCENT, BELLEVUE HEIGHTS SA","1 SILVERDALE CRESCENT, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.027180252960086,138.58708968694225,No,,,
547,BLACKWOOD MAIN-391,BLACKWOOD MAIN,SIMLA PARADE,BLACKWOOD,SIMLA PARADE,BLACKWOOD,SIMLA PARADE|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SIMLA PARADE, BLACKWOOD SA","26 SIMLA PARADE, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02732736532871,138.61647480444017,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
548,BLACKWOOD MAIN-392,BLACKWOOD MAIN,SIR EDWIN AVENUE,BELAIR NATIONAL PARK,SIR EDWIN AVENUE,BELAIR NATIONAL PARK,SIR EDWIN AVENUE|BELAIR NATIONAL PARK,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"SIR EDWIN AVENUE, BELAIR NATIONAL PARK SA","LOT 675 SIR EDWIN AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed street-only,55,-34.9980080659404,138.63597244094115,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SIR EDWIN AVENUE, BELAIR.",,
549,CORO STREETS-91,CORO STREETS,SITTELLA CRESCENT,COROMANDEL VALLEY,SITTELLA CRESCENT,COROMANDEL VALLEY,SITTELLA CRESCENT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SITTELLA CRESCENT, COROMANDEL VALLEY SA","1 SITTELLA CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04736559975958,138.62695304743974,No,,,
550,CORO EAST & CHERRY-25,CORO EAST & CHERRY,SLACK ROAD,CHANDLERS HILL,SLACK ROAD,CHANDLERS HILL,SLACK ROAD|CHANDLERS HILL,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SLACK ROAD, CHANDLERS HILL SA","31 SLACK ROAD, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed street-only,100,-35.086883682013,138.62250303170435,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
551,BLACKWOOD MAIN-394,BLACKWOOD MAIN,SLEEPS HILL DRIVE,PANORAMA,SLEEPS HILL DRIVE,PANORAMA,SLEEPS HILL DRIVE|PANORAMA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SLEEPS HILL DRIVE, PANORAMA SA","1 SLEEPS HILL DRIVE, PANORAMA, SOUTH AUSTRALIA, 5041",No. 1,100,-34.99953949324554,138.60101413056708,No,,,
552,BLACKWOOD MAIN-393,BLACKWOOD MAIN,SLEEPS ROAD,BELAIR,SLEEPS ROAD,BELAIR,SLEEPS ROAD|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 SLEEPS ROAD, BELAIR SA","2 SLEEPS ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.001016842968994,138.6314295683056,No,,,
553,BLACKWOOD MAIN-395,BLACKWOOD MAIN,SLOAN ROAD,HAWTHORNDENE,SLOAN ROAD,HAWTHORNDENE,SLOAN ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SLOAN ROAD, HAWTHORNDENE SA","1 SLOAN ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.017256660946515,138.6299507954879,No,,,
554,BLACKWOOD MAIN-396,BLACKWOOD MAIN,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SOMERSET ROAD, COROMANDEL VALLEY SA","1 SOMERSET ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03086215357129,138.62476237172095,No,,,
555,CORO STREETS-92,CORO STREETS,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD,COROMANDEL VALLEY,SOMERSET ROAD|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SOMERSET ROAD, COROMANDEL VALLEY SA","1 SOMERSET ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03086215357129,138.62476237172095,No,,,
556,BLACKWOOD MAIN-397,BLACKWOOD MAIN,SOUTHERN AVENUE,BLACKWOOD,SOUTHERN AVENUE,BLACKWOOD,SOUTHERN AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SOUTHERN AVENUE, BLACKWOOD SA","1 SOUTHERN AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.011135576782266,138.6202333742544,No,,,
557,CORO STREETS-93,CORO STREETS,SPENCER COURT,COROMANDEL VALLEY,SPENCER COURT,COROMANDEL VALLEY,SPENCER COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SPENCER COURT, COROMANDEL VALLEY SA","1 SPENCER COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05779741430895,138.6181967484887,No,,,
558,BLACKWOOD MAIN-398,BLACKWOOD MAIN,SPRINGVALE ROAD,BELLEVUE HEIGHTS,SPRINGVALE ROAD,BELLEVUE HEIGHTS,SPRINGVALE ROAD|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"SPRINGVALE ROAD, BELLEVUE HEIGHTS SA","4 SPRINGVALE ROAD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",street-only,100,-35.02156383359602,138.58221185349643,No,,,
559,BLACKWOOD MAIN-399,BLACKWOOD MAIN,SPRINGWOOD COURT,EDEN HILLS,SPRINGWOOD COURT,EDEN HILLS,SPRINGWOOD COURT|EDEN HILLS,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 SPRINGWOOD COURT, EDEN HILLS SA","1 SPRINGWOOD CLOSE, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed No. 1,89.24,-35.01550803388072,138.5815712831949,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SPRINGWOOD CLOSE, EDEN HILLS.",,
560,BLACKWOOD MAIN-369,BLACKWOOD MAIN,ST. ALICK STREET,HAWTHORNDENE,ST. ALICK STREET,HAWTHORNDENE,ST ALICK STREET|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 ST. ALICK STREET, HAWTHORNDENE SA","1 ST ALICK STREET, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02655640401607,138.63081621468172,No,,,
561,BLACKWOOD MAIN-370,BLACKWOOD MAIN,ST. GEORGES TERRACE,BELLEVUE HEIGHTS,ST. GEORGES TERRACE,BELLEVUE HEIGHTS,ST GEORGES TERRACE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 ST. GEORGES TERRACE, BELLEVUE HEIGHTS SA","1 ST GEORGES TERRACE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02939191931912,138.5866670279485,No,,,
562,BLACKWOOD MAIN-371,BLACKWOOD MAIN,ST. JOHNS DRIVE,BELAIR,ST. JOHNS DRIVE,BELAIR,ST JOHNS DRIVE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 ST. JOHNS DRIVE, BELAIR SA","1 ST JOHNS DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99672069929996,138.63198937800817,No,,,
563,BLACKWOOD MAIN-372,BLACKWOOD MAIN,ST. THOMAS STREET,HAWTHORNDENE,ST. THOMAS STREET,HAWTHORNDENE,ST THOMAS STREET|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 ST. THOMAS STREET, HAWTHORNDENE SA","1 ST THOMAS STREET, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02615313468154,138.62962846463913,No,,,
564,CORO EAST & CHERRY-26,CORO EAST & CHERRY,STAR & ARROW ROAD,CORO EAST · CHERRY GARDENS,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,The Directions entry spans multiple locality fields. A reviewed official approach point (ACKLAND HILL ROAD|COROMANDEL VALLEY) was selected without merging it with other same-name street records.,,
565,BLACKWOOD PARK-46,BLACKWOOD PARK,STAR LILY STREET,CRAIGBURN FARM,STAR LILY STREET,CRAIGBURN FARM,STAR LILY STREET|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 STAR LILY STREET, CRAIGBURN FARM SA","1 STAR LILY STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0339443978408,138.61561063045383,No,,,
566,BLACKWOOD MAIN-400,BLACKWOOD MAIN,STATION AVENUE,BLACKWOOD,STATION AVENUE,BLACKWOOD,STATION AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 STATION AVENUE, BLACKWOOD SA","1 STATION AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01664917758642,138.61843280424827,No,,,
567,BLACKWOOD MAIN-401,BLACKWOOD MAIN,STATION ROAD,BLACKWOOD,STATION ROAD,BLACKWOOD,STATION ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"STATION ROAD, BLACKWOOD SA","4 STATION ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.02117266056266,138.618233215279,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
568,CORO STREETS-94,CORO STREETS,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE,COROMANDEL VALLEY,STIRLING AVENUE|COROMANDEL VALLEY,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,LOTUS DRIVE|ABERFOYLE PARK,"1 LOTUS DRIVE, ABERFOYLE PARK SA","1 LOTUS DRIVE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",Reviewed Directions route vicinity anchor,100,-35.058782373420165,138.61537759876956,No,Directions place Stirling Avenue as the first right from Lotus Drive.,,
569,BLACKWOOD MAIN-402,BLACKWOOD MAIN,STIRLING ROAD,BLACKWOOD,STIRLING ROAD,BLACKWOOD,STIRLING ROAD|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 STIRLING ROAD, BLACKWOOD SA","1 STIRLING ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed No. 1,100,-35.014300894178916,138.62052831053876,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
570,BLACKWOOD MAIN-403,BLACKWOOD MAIN,STURT AVENUE,HAWTHORNDENE,STURT AVENUE,HAWTHORNDENE,STURT AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 STURT AVENUE, HAWTHORNDENE SA","2 STURT AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.02459715900053,138.62410952723147,No,,,
571,CORO EAST & CHERRY-27,CORO EAST & CHERRY,STURT CLOSE,IRON BANK,STURT CLOSE,IRON BANK,STURT CLOSE|IRON BANK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,Directions place Sturt Close as the fourth left from Ackland Hill Road before the golf course.,,
572,BLACKWOOD MAIN-404,BLACKWOOD MAIN,STURTBRAE CRESCENT,BELLEVUE HEIGHTS,STURTBRAE CRESCENT,BELLEVUE HEIGHTS,STURTBRAE CRESCENT|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"STURTBRAE CRESCENT, BELLEVUE HEIGHTS SA","3 STURTBRAE CRESCENT, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.019243478413266,138.57868222397047,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
573,BLACKWOOD MAIN-405,BLACKWOOD MAIN,SUFFOLK ROAD,HAWTHORNDENE,SUFFOLK ROAD,HAWTHORNDENE,SUFFOLK ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SUFFOLK ROAD, HAWTHORNDENE SA","1 SUFFOLK ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.019915534675185,138.63177876005844,No,,,
574,BLACKWOOD PARK-47,BLACKWOOD PARK,SUN DEW AVENUE,CRAIGBURN FARM,SUN DEW AVENUE,CRAIGBURN FARM,SUN DEW AVENUE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SUN DEW AVENUE, CRAIGBURN FARM SA","3 SUN DEW AVENUE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03312131570109,138.6165194540224,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
575,BLACKWOOD MAIN-406,BLACKWOOD MAIN,SUNVALLEY DRIVE,GLENALTA,SUNVALLEY DRIVE,GLENALTA,SUNVALLEY DRIVE|GLENALTA,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"2 SUNVALLEY DRIVE, GLENALTA SA","2 SUN VALLEY DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed No. 2,99.02,-35.00638599970626,138.62928549892368,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SUN VALLEY DRIVE, GLENALTA.",,
576,BLACKWOOD MAIN-407,BLACKWOOD MAIN,SURREY STREET,HAWTHORNDENE,SURREY STREET,HAWTHORNDENE,SURREY STREET|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SURREY STREET, HAWTHORNDENE SA","1 SURREY STREET, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.025012880409754,138.6263487660417,No,,,
577,BLACKWOOD MAIN-408,BLACKWOOD MAIN,SYCAMORE CRESCENT,HAWTHORNDENE,SYCAMORE CRESCENT,HAWTHORNDENE,SYCAMORE CRESCENT|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SYCAMORE CRESCENT, HAWTHORNDENE SA","1 SYCAMORE CRESCENT, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02103782238201,138.6243055584651,No,,,
578,BLACKWOOD MAIN-409,BLACKWOOD MAIN,SYLVAN WAY,GLENALTA,SYLVAN WAY,GLENALTA,SYLVAN WAY|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SYLVAN WAY, GLENALTA SA","1 SYLVAN WAY, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00671491236594,138.62821906766635,No,,,
579,CORO STREETS-95,CORO STREETS,SYLVIA COURT,COROMANDEL VALLEY,SYLVIA COURT,COROMANDEL VALLEY,SYLVIA COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 SYLVIA COURT, COROMANDEL VALLEY SA","2 SYLVIA COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.04783166312807,138.6179082161285,No,,,
580,BLACKWOOD PARK-48,BLACKWOOD PARK,SYMON CRESCENT,CRAIGBURN FARM,SYMON CRESCENT,CRAIGBURN FARM,SYMON CRESCENT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 SYMON CRESCENT, CRAIGBURN FARM SA","1 SYMON CRESCENT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04579503736242,138.609796578875,No,,,
581,BLACKWOOD MAIN-410,BLACKWOOD MAIN,TACOMA BOULEVARD,PASADENA,TACOMA BOULEVARD,PASADENA,TACOMA BOULEVARD|PASADENA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"TACOMA BOULEVARD, PASADENA SA","3 TACOMA BOULEVARD, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.01111583134947,138.58695538242193,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
582,BLACKWOOD MAIN-411,BLACKWOOD MAIN,TALLAROOK ROAD,HAWTHORNDENE,TALLAROOK ROAD,HAWTHORNDENE,TALLAROOK ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TALLAROOK ROAD, HAWTHORNDENE SA","1 TALLAROOK ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0265944717874,138.63205341724967,No,,,
583,BLACKWOOD MAIN-412,BLACKWOOD MAIN,TAPSON CRESCENT,PASADENA,TAPSON CRESCENT,PASADENA,TAPSON CRESCENT|PASADENA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TAPSON CRESCENT, PASADENA SA","1 TAPSON CRESCENT, PASADENA, SOUTH AUSTRALIA, 5042",No. 1,100,-35.010672359602275,138.5909313298836,No,,,
584,BLACKWOOD PARK-49,BLACKWOOD PARK,TASSIE PLACE,CRAIGBURN FARM,TASSIE PLACE,CRAIGBURN FARM,TASSIE PLACE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 TASSIE PLACE, CRAIGBURN FARM SA","1 TASSIE PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.037785862895355,138.61422631551727,No,,,
585,BLACKWOOD MAIN-413,BLACKWOOD MAIN,TESTER DRIVE,BLACKWOOD,TESTER DRIVE,BLACKWOOD,TESTER DRIVE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 TESTER DRIVE, BLACKWOOD SA","2 TESTER DRIVE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.01493310380169,138.61297488200677,No,,,
586,BLACKWOOD MAIN-414,BLACKWOOD MAIN,THE BOULEVARD,BELLEVUE HEIGHTS,THE BOULEVARD,BELLEVUE HEIGHTS,THE BOULEVARD|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 THE BOULEVARD, BELLEVUE HEIGHTS SA","1 THE BOULEVARD, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.03443091818922,138.57803275932986,No,,,
587,BLACKWOOD PARK-50,BLACKWOOD PARK,THE FARM LANE,CRAIGBURN FARM,THE FARM LANE,CRAIGBURN FARM,THE FARM LANE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"2 THE FARM LANE, CRAIGBURN FARM SA","2 THE FARM LANE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed No. 2,100,-35.04101646474096,138.61711003813824,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
588,BLACKWOOD MAIN-415,BLACKWOOD MAIN,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"THE KNOLL CRESCENT, COROMANDEL VALLEY SA","14 THE KNOLL CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.030931707303004,138.6270220675111,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
589,CORO STREETS-96,CORO STREETS,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"THE KNOLL CRESCENT, COROMANDEL VALLEY SA","14 THE KNOLL CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.030931707303004,138.6270220675111,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
590,BLACKWOOD MAIN-416,BLACKWOOD MAIN,THE PARKWAY,BLACKWOOD,THE PARKWAY,BLACKWOOD,THE PARKWAY|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 THE PARKWAY, BLACKWOOD SA","1 THE PARKWAY, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02853646178509,138.62256849404008,No,,,
591,BLACKWOOD MAIN-417,BLACKWOOD MAIN,THE RIDGEWAY,BELAIR,THE RIDGEWAY,BELAIR,THE RIDGEWAY|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 THE RIDGEWAY, BELAIR SA","2 THE RIDGEWAY, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.002738964904296,138.62130585366234,No,,,
592,BLACKWOOD MAIN-418,BLACKWOOD MAIN,THE RIVIERA,PASADENA,THE RIVIERA,PASADENA,THE RIVIERA|PASADENA,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,Directions reach The Riviera from the Gulfview/Grevillea/Gloucester extension; use the official Gulfview Road approach point.,,
